facilityid,name,address,city,state,zip,telephone,type,status,population,county,countyfips,country,website,securelvl,capacity,geometry,cdcr_code,cdcr_firecamp,longitude,latitude,tract_geoid,average_2025_population,capacity_percent,capacity_percent_2025,year_opened,year_opened_notes,reentry_hub,planned_closure,california_model_facility,cdcr_air_cooling_pilot
10005272,Parlin Fork Conservation Camp #6,23000 State Highway 20,Fort Bragg,CA,95437,(707) 964-3766,STATE,OPEN,,MENDOCINO,06045,USA,http://www.cdcr.ca.gov/Conservation_Camps/,MINIMUM,100.0,"POLYGON ((-123.655273273842 39.3724465033035, -123.655029667285 39.3731551762704, -123.654441665351 39.3730541131568, -123.654294664867 39.3728795502511, -123.654340602237 39.3725717671734, -123.654460319088 39.372267034596, -123.654431125296 39.3722605900542, -123.655245364282 39.369858142939, -123.654761573088 39.3690531786613, -123.65370207639 39.3688854416099, -123.65369659682 39.3688600771309, -123.653293223903 39.3688048794417, -123.653116364129 39.3687038163281, -123.652996926067 39.3685177690799, -123.652978551119 39.3682995647732, -123.653093395444 39.3681410799469, -123.653336864405 39.3681479696531, -123.653506833574 39.3681755329745, -123.653626271635 39.3681893141855, -123.653717786646 39.3682422213015, -123.655628327985 39.3682058302349, -123.6577890832 39.3686650852255, -123.658489257573 39.3694857201899, -123.65582991282 39.3700719603527, -123.655601484121 39.370690620176, -123.655506306171 39.3711855467756, -123.655620520071 39.3716043331735, -123.655287281683 39.3724495951727, -123.655273273842 39.3724465033035))",None,True,-123.6556177393927,39.369774785012716,06045010300,,,,,,,,,
10000870,South Bay Detention Facility,500 Third Avenue,Chula Vista,CA,91910,(619) 409-5000,COUNTY,OPEN,,SAN DIEGO,06073,USA,https://www.sdsheriff.gov/Home/Components/FacilityDirectory/FacilityDirectory/56/109,NOT AVAILABLE,386.0,"POLYGON ((-117.078022901736 32.6332643393778, -117.077613545629 32.6333788356648, -117.077526353658 32.6333439887342, -117.077257390716 32.6334174156813, -117.07702980738 32.632841196664, -117.077779062254 32.6326358490653, -117.078022901736 32.6332643393778))",None,False,-117.07753111701798,32.63304064341742,06073013000,,,,,,,,,
10006220,Camp Gonzales,1301 North Las Virgenes Road,Calabasas,CA,91302,(818) 222-1192,COUNTY,OPEN,,LOS ANGELES,06037,USA,https://locator.lacounty.gov/lac/Location/3069289/camp-david-gonzales,JUVENILE,,"POLYGON ((-118.707628409424 34.0883899127643, -118.707463549303 34.0884458218173, -118.707380441154 34.0883423611111, -118.707317685563 34.0882914783691, -118.707175214065 34.0883101348049, -118.707154860608 34.0884169886531, -118.707031047345 34.0887545096129, -118.706808859042 34.0889716086528, -118.706527309188 34.0887443328847, -118.706876702997 34.0878691522396, -118.706975076239 34.087797916041, -118.707102282644 34.0878216617403, -118.706827516377 34.0873145313406, -118.706829627985 34.0872902451487, -118.706810536277 34.0872639390795, -118.706934129207 34.0869647373328, -118.707361952892 34.0868308840381, -118.708502814853 34.087019854083, -118.708916377988 34.0875316447696, -118.708978174903 34.0878465918468, -118.708911625071 34.0879095812622, -118.707632907832 34.0883977458593, -118.707628409424 34.0883899127643))",None,False,-118.70768791922296,34.08770877517197,06037800335,,,,,,,,,
10005296,Amador County Jail,700 Court Street,Jackson,CA,95642,(209) 223-6522,COUNTY,OPEN,,AMADOR,06005,USA,https://www.amadorsheriff.org/corrections-divisions/amador-jail/general-information,NOT AVAILABLE,76.0,"POLYGON ((-120.769747557704 38.351658329968, -120.769628584591 38.3517178174234, -120.769384691151 38.3518010982421, -120.769360895989 38.3517713540648, -120.769283563286 38.3517832520955, -120.769253820008 38.3517475598021, -120.769111052633 38.3517892002115, -120.769099154602 38.3517594569334, -120.768992078622 38.3517832520955, -120.768843363131 38.3515036645625, -120.768926643949 38.3514739221838, -120.768890951656 38.3514144347284, -120.769164590174 38.3513014106317, -120.769235973861 38.3512895143996, -120.769325203695 38.351277616369, -120.769515561394 38.3513014106317, -120.7696702259 38.3513668462031, -120.769777301881 38.3514977164465, -120.769747557704 38.351658329968))",None,False,-120.76931828684097,38.351538648718005,06005000401,,,,,,,,,
10006226,Camp Rockey,1900 N. Sycamore Cyn. Rd,San Dimas,CA,91773,(909) 599-2391,COUNTY,OPEN,,LOS ANGELES,06037,USA,https://probation.lacounty.gov/locations/#juvenile_camps,JUVENILE,,"POLYGON ((-117.795011085693 34.1352965308103, -117.794315007731 34.1352659376729, -117.79428420775 34.1338892743706, -117.795312926051 34.1338892743706, -117.795602444797 34.133981051984, -117.795725644723 34.1340524347721, -117.795731805079 34.1348172497164, -117.795011085693 34.1352965308103))",None,False,-117.79496229533272,34.1345449734149,06037400403,,,,,,,,,
10002338,Bob Wiley Detention Facility,36712 Road 112,Visalia,CA,93291,(559) 735-1700,COUNTY,OPEN,,TULARE,06107,USA,https://tularecounty.ca.gov/sheriff/divisions/detentions1/bob-wiley-detention-facility/,NOT AVAILABLE,,"POLYGON ((-119.320874584694 36.4572572547186, -119.320872207786 36.4571320412108, -119.320734354307 36.4571301301514, -119.320617891203 36.4572247568171, -119.320619080106 36.4573891600817, -119.320573919751 36.4573882041024, -119.320570354838 36.4574254810012, -119.320206704975 36.4574226130632, -119.320207893879 36.4573776901283, -119.320137778236 36.4573776901283, -119.32013896714 36.4573365893122, -119.319753925104 36.4573356333329, -119.31975867892 36.456916023156, -119.319951200388 36.4569169791353, -119.319953576396 36.4566541243884, -119.320122328782 36.4566550803677, -119.320122328782 36.4566894902278, -119.320279198426 36.4566904462072, -119.320292270072 36.4566608153444, -119.320293458077 36.4565499379294, -119.320241168795 36.4565040581158, -119.320243545703 36.4561790719067, -119.320327921896 36.4561198101811, -119.32070939812 36.4561245891785, -119.32070939812 36.4560748854476, -119.320582239379 36.4559649631126, -119.320581051374 36.4558779806843, -119.320867454869 36.4556533570168, -119.320983917973 36.4556552680762, -119.321254872914 36.455879892643, -119.321256060918 36.4559649631126, -119.321076612895 36.4561026052511, -119.321076612895 36.4561360591319, -119.321509190397 36.4561360591319, -119.321590000778 36.4562010558341, -119.321574552224 36.4565231750046, -119.321500870769 36.4565824367301, -119.321221597998 36.4565805247714, -119.321222786003 36.4566522133291, -119.321301220375 36.4566531693084, -119.32128814783 36.4569179351147, -119.321206149444 36.4569829318169, -119.321122961256 36.4569829318169, -119.321121772352 36.4572620337159, -119.320874584694 36.4572572547186))",None,False,-119.32069305186393,36.45663045552659,06107000902,,,,,,,,,
10006229,Camp Scudder,28750 Bouquet Cyn. Rd.,Saugus,CA,91350,(661) 296-9668,COUNTY,OPEN,,LOS ANGELES,06037,USA,https://locator.lacounty.gov/lac/Location/3047088/camp-joseph-scott-and-camp-kenyon-scudder,JUVENILE,,"POLYGON ((-118.483381408625 34.4593776901284, -118.482911466091 34.4592944093096, -118.482387984218 34.4591635390661, -118.482161935125 34.4592706141476, -118.482001321604 34.459336049719, -118.481799067673 34.459365792997, -118.481674146445 34.4593182035723, -118.481644403167 34.4592289737382, -118.481632505136 34.4590267198073, -118.48181691382 34.4584675456408, -118.481977527341 34.4581225243351, -118.482120294716 34.4578488858175, -118.482257113975 34.4576942213113, -118.482405830365 34.4576168886086, -118.482619982326 34.4576347347552, -118.48264377569 34.4577001703266, -118.482691365114 34.4577656049987, -118.482840082404 34.4577834511454, -118.483547971162 34.4579321684349, -118.483583662556 34.4578667319641, -118.484166630985 34.4579976031069, -118.484059555904 34.4582474455632, -118.483845403942 34.4584734946561, -118.483559869193 34.4591635390661, -118.483481456404 34.4593335990664, -118.483381408625 34.4593776901284))",None,False,-118.4828038923584,34.45854032992573,06037920049,,,,,,,,,
10005289,El Dorado County Jail - South Lake Tahoe,1051 Al Tahoe Boulevard,South Lake Tahoe,CA,96150,(530) 573-3030,COUNTY,OPEN,,EL DORADO,06017,USA,https://www.eldoradocounty.ca.gov/Public-Safety-Justice/Safety-Justice/sheriff,NOT AVAILABLE,,"POLYGON ((-119.972548620123 38.9346051242272, -119.971987847861 38.9346029919346, -119.971984686744 38.9341577852537, -119.97139754636 38.9341506590258, -119.971397318831 38.9339531544146, -119.971765777369 38.9336295450675, -119.972191699887 38.9336319246736, -119.972194080392 38.933760415311, -119.972748494447 38.9337556560987, -119.97275325276 38.93414112891, -119.972553379335 38.9341387502032, -119.972548620123 38.9346051242272))",None,False,-119.97213762662253,38.9340685149632,06017030201,,,,,,,,,
10005288,El Dorado County Jail - Placerville,300 Forni Road,Placerville,CA,95667,(530) 621-6000,COUNTY,OPEN,,EL DORADO,06017,USA,https://www.eldoradocounty.ca.gov/Public-Safety-Justice/Safety-Justice/sheriff,NOT AVAILABLE,,"POLYGON ((-120.82434521476 38.723745318092, -120.824064439222 38.7239737467911, -120.824202448284 38.7240451313777, -120.823840769736 38.7243449428649, -120.823698002361 38.72425928244, -120.823569510824 38.7243830138651, -120.822931815951 38.7239023631036, -120.823550474874 38.7234312298674, -120.824035885747 38.7237262830416, -120.824150099647 38.7236311041922, -120.82434521476 38.723745318092))",None,False,-120.82363571641527,38.72391175979539,06017031200,,,,,,,,,
10005270,Butte County Juvenile Hall,41 County Center Drive,Oroville,CA,95965,(530) 538-7311,COUNTY,OPEN,,BUTTE,06007,USA,https://www.buttecounty.net/760/Juvenile-Hall-Facility,JUVENILE,60.0,"POLYGON ((-121.570186377599 39.5300481592952, -121.569836513444 39.5297533786156, -121.570173067633 39.5294468662799, -121.570098912235 39.5293955356755, -121.570290957062 39.5292327457946, -121.57047159309 39.5293530049373, -121.570669343216 39.5291814160895, -121.57093554434 39.5293574053201, -121.570851881309 39.529430734241, -121.571042024969 39.5295568587621, -121.571029574755 39.5300674884239, -121.570524809572 39.5300919589767, -121.570186377599 39.5300481592952))",None,False,-121.57051867645445,39.529692691577225,06007002500,,,,,,,,,
10000900,Camp Afflerbaugh,6631 N. Stephens Ranch Road,La Verne,CA,91750,(909) 593-4937,COUNTY,OPEN,,LOS ANGELES,06037,USA,https://locator.lacounty.gov/lac/Location/3176812/camp-afflerbaugh,JUVENILE,,"POLYGON ((-117.743236258447 34.1535022858019, -117.742795816374 34.1535280585731, -117.742155270649 34.1536257699134, -117.741758659734 34.1538133172309, -117.740967303099 34.153732192087, -117.740944836235 34.1527860612278, -117.740836670276 34.1524109611969, -117.74241796082 34.1524407980045, -117.742809421318 34.1529352488627, -117.743185427865 34.1529352488627, -117.743236258447 34.1535022858019))",None,False,-117.74191185518086,34.15309188637279,06037400205,,,,,,,,,
10005320,Inyo County Jail,550 South Clay Street,Independence,CA,93526,(760) 878-0370,COUNTY,OPEN,,INYO,06027,USA,https://www.inyocounty.us/services/sheriff/jail,NOT AVAILABLE,,"POLYGON ((-118.193954435449 36.7986504452619, -118.193993697151 36.7987243056822, -118.193920835878 36.7989145536638, -118.193977857392 36.7990109456986, -118.194114075005 36.7989551400677, -118.194329488715 36.7990185557618, -118.194259795753 36.7991961197052, -118.194129913864 36.7992620723868, -118.193898661294 36.7993609996105, -118.193730765063 36.7993178771184, -118.193689583308 36.7993102679546, -118.193648400653 36.7992113389322, -118.193683246684 36.7991301670236, -118.1933949726 36.7990540681907, -118.193467833873 36.7988511379697, -118.19344565929 36.7988105515657, -118.193524855388 36.7986152296092, -118.193579669966 36.7984779337097, -118.193734335371 36.798424396169, -118.193859256599 36.7986207010845, -118.193954435449 36.7986504452619))",None,False,-118.19380693837496,36.79894438134117,06027000500,,,,,,,,,
10006705,Carl F. Bryan Ii Juvenile Hall,15434 State Highway 49,Nevada City,CA,95959,(530) 470-2600,COUNTY,OPEN,,NEVADA,06057,USA,https://nevadacountyca.gov/directory.aspx?did=84,JUVENILE,,"POLYGON ((-121.032958325566 39.2658024228436, -121.032923823975 39.2658065867047, -121.032935721107 39.2658868943647, -121.032894080697 39.2658928415814, -121.032885157624 39.2658393040407, -121.032653160415 39.265874996334, -121.032656135372 39.2658958174381, -121.032569878697 39.2659047396121, -121.032563930581 39.2658630992027, -121.032528239187 39.2658720222761, -121.032549059392 39.2659909953882, -121.032439009353 39.2660088406355, -121.032421163206 39.2659077136701, -121.032328959314 39.2659225857588, -121.032328959314 39.2659077136701, -121.03215942182 39.2659285338748, -121.032153473704 39.2658928415814, -121.032105884279 39.2658928415814, -121.032085064074 39.265845253056, -121.032034500592 39.2658571501874, -121.032019629402 39.2657441260906, -121.032073166943 39.2657381770752, -121.03206424387 39.2656757173605, -121.032102910221 39.2656697683452, -121.032099936163 39.2656251529785, -121.032248651654 39.2656102808898, -121.032230806407 39.2655270000711, -121.032073166943 39.2655388981017, -121.032061269812 39.2654764365884, -121.032233779565 39.2654407451943, -121.032346804561 39.2652563374101, -121.032543110376 39.2652444393794, -121.032617469021 39.2656073068318, -121.032810799878 39.2655805376117, -121.032831620083 39.2656697683452, -121.032888131682 39.2656638193299, -121.032888131682 39.2656786914185, -121.032939291415 39.265669172994, -121.032958325566 39.2658024228436))",None,False,-121.03245172516118,39.26565985450622,06057000802,,,,,,,,,
10006703,Camp Erwin Owen,14401 Sierra Way,Kernville,CA,93288,(760) 376-2844,COUNTY,OPEN,,KERN,06029,USA,https://www.kernprobation.com/youth-facilities/camp-owen/,JUVENILE,65.0,"POLYGON ((-118.429646350698 35.7703109318041, -118.428894441026 35.7705203236541, -118.427433451892 35.770139610055, -118.426039088133 35.769754138143, -118.425230070611 35.7703156901171, -118.424906464861 35.7701681644293, -118.425111098398 35.7698826287804, -118.425211035561 35.7693781828569, -118.425463259422 35.7694114946448, -118.425606025897 35.7689593982577, -118.426043847346 35.769035540258, -118.426981354606 35.7680171308859, -118.427861754916 35.7680076133607, -118.42834716489 35.7681361039981, -118.429646350698 35.7703109318041))",None,False,-118.42746270426794,35.76932479905095,06029005207,,,,,,,,,
10000834,Central Detention Center,630 East Rialto Avenue,San Bernardino,CA,92415,(909) 386-0969,COUNTY,OPEN,,SAN BERNARDINO,06071,USA,https://wp.sbcounty.gov/sheriff/corrections/central-detention-center/,NOT AVAILABLE,800.0,"POLYGON ((-117.274063153991 34.1031887003983, -117.27356996758 34.1031985407801, -117.273564025759 34.1025490791767, -117.27253606109 34.1025490791767, -117.272559829273 34.1019783361314, -117.274086922174 34.1019734159404, -117.274063153991 34.1031887003983))",None,False,-117.27345082727165,34.10242616729506,06071006501,,,,,,,,,
10000827,Kings County Jail,1570 Kings County Drive,Hanford,CA,93230,(559) 584-1431,COUNTY,OPEN,,KINGS,06031,USA,https://www.countyofkingsca.gov/departments/public-safety/sheriff,NOT AVAILABLE,,"POLYGON ((-119.669452711773 36.3342783202883, -119.668943803414 36.3342874726887, -119.66894177904 36.3340971689492, -119.668692764859 36.3340931202014, -119.668692764859 36.3338684003065, -119.669089606 36.3338741802493, -119.669081585846 36.3336415903871, -119.669256461716 36.3336338912911, -119.669256461716 36.3334524917392, -119.668932212052 36.3334434220763, -119.668932212052 36.3331078346589, -119.669170297671 36.3331078346589, -119.669176763797 36.3330419656142, -119.669248148383 36.3330419656142, -119.669248148383 36.3328135378145, -119.669295736909 36.3328040202894, -119.669295736909 36.3327611891776, -119.669458267785 36.3327631766793, -119.669730366663 36.3327654438702, -119.669734901944 36.3329150982532, -119.669823854787 36.3329130046315, -119.669819218782 36.3327659483899, -119.670042888269 36.3327707067028, -119.670042964711 36.3327716536889, -119.670073476909 36.3327711185923, -119.670093722447 36.3329573726846, -119.670292123683 36.333099088752, -119.670286049661 36.33324080392, -119.670080372012 36.3334173309451, -119.670028937985 36.333461475067, -119.670026913611 36.3335100627393, -119.670082559163 36.3335485411323, -119.670082676974 36.3335556143002, -119.670284026187 36.3336983421048, -119.670279977439 36.3338441060207, -119.670039060754 36.334048581277, -119.670040622876 36.33412982693, -119.670182801195 36.3341214641343, -119.670192923065 36.3346215159702, -119.670161571799 36.3346217048279, -119.669690728145 36.3346245421889, -119.669520786855 36.3346255647181, -119.669520786855 36.3344818251762, -119.669453978918 36.3344798008022, -119.669452711773 36.3342783202883))",None,False,-119.66961592010344,36.33368353541322,06031001001,,,,,,,,,
10006702,Fresno County Juvenile Justice Campus,3333 E. American,Fresno,CA,93725,(559) 600-4700,COUNTY,OPEN,,FRESNO,06019,USA,https://www.fresnocountyca.gov/Departments/Probation/Juvenile-Justice-Campus,JUVENILE,,"POLYGON ((-119.726981645187 36.6586755993994, -119.726975697071 36.658889751361, -119.726832928797 36.6589670831644, -119.726844825928 36.6592169274193, -119.727094670183 36.6593358996321, -119.727070875021 36.6593894380721, -119.727023285596 36.6593775400415, -119.726838877812 36.6596511776598, -119.726654469128 36.6596095381497, -119.726636622982 36.6600735325675, -119.726755596094 36.6600735325675, -119.726755596094 36.6598772267527, -119.727106567314 36.6598712786367, -119.727106567314 36.6600259440422, -119.727160104855 36.6600318921581, -119.727160104855 36.6600497383048, -119.727219591411 36.6600437901888, -119.727231489442 36.6602638902664, -119.726969748055 36.660257941251, -119.726969748055 36.6603114787917, -119.727148207724 36.6603055297764, -119.72715415584 36.6606267568194, -119.726916209615 36.6606267568194, -119.726928106747 36.6607100394368, -119.727570561732 36.6606981414062, -119.727564612717 36.6611323934453, -119.727285026982 36.6610848040206, -119.727279077967 36.6610074713178, -119.727088721167 36.6609955741865, -119.727094670183 36.6610729059899, -119.726922158631 36.6610729059899, -119.726916209615 36.6609896251711, -119.726844825928 36.6609896251711, -119.726838877812 36.6610610088585, -119.726749647978 36.6610610088585, -119.726410574788 36.661162135824, -119.726327293969 36.661162135824, -119.726321344954 36.6612513656581, -119.726095295861 36.6612573146734, -119.726077449715 36.6607278846842, -119.725702685131 36.6607278846842, -119.725702685131 36.6604720923133, -119.726404625773 36.6604542470659, -119.726404625773 36.660228197973, -119.726303498807 36.660228197973, -119.726309447823 36.6601687114169, -119.726267807413 36.6601746604323, -119.726267807413 36.6601389681389, -119.726202371842 36.6601389681389, -119.726208319958 36.6600854296989, -119.725762171687 36.6600973268302, -119.725756222672 36.6602162999424, -119.724048959592 36.6601925056796, -119.723525477719 36.6606089106727, -119.723222096822 36.6603293249385, -119.723323223788 36.6602460441197, -119.723085277563 36.6600616354362, -119.723186405428 36.6599783537181, -119.722942510189 36.6597820488026, -119.722841383223 36.6599010219147, -119.722478514872 36.6597998949492, -119.72246661774 36.6598415353586, -119.72237143979 36.6598117920806, -119.722448771594 36.6596154871651, -119.722347644628 36.659526257331, -119.722424977331 36.6594667698756, -119.722228672415 36.6592823620914, -119.722151338813 36.6593418486474, -119.722044263732 36.6592407207827, -119.722008572338 36.6592704649601, -119.721770626113 36.6590860562765, -119.721889599226 36.6589789811951, -119.721818214639 36.658925442755, -119.721865804064 36.6588719052143, -119.721818214639 36.6588302639056, -119.722668871671 36.658199706951, -119.722847332239 36.6583424752251, -119.722888971749 36.6583127319471, -119.723001996745 36.6583841147351, -119.723668245993 36.6583841147351, -119.724459417368 36.658514985878, -119.724625979006 36.6585268830093, -119.724625979006 36.6586696512834, -119.726981645187 36.6586755993994))",None,False,-119.72474618057136,36.65951325902287,06019001700,,,,,,,,,
10005331,West Valley Detention Center,9500 Etiwanda Avenue,Rancho Cucamonga,CA,91739,(909) 708-8371,COUNTY,OPEN,2572.0,SAN BERNARDINO,06071,USA,https://wp.sbcounty.gov/sheriff/corrections/west-valley-detention-center/,NOT AVAILABLE,3347.0,"POLYGON ((-117.530798005424 34.0802493071599, -117.530067139887 34.0808620278603, -117.529559099373 34.0808595682146, -117.529559099373 34.0815165769285, -117.530064169426 34.0815165769285, -117.530732642697 34.0821292904345, -117.530735614057 34.0824737847374, -117.530076053067 34.0830028280182, -117.529318448887 34.0832316686067, -117.528510337882 34.0832292080615, -117.527883457356 34.0830471196289, -117.52744969185 34.0826952445899, -117.528367729687 34.081934895679, -117.5281122242 34.0817208147638, -117.528245919214 34.0816125453827, -117.528058746014 34.0814599807935, -117.528141934203 34.0813886213878, -117.527984471006 34.0812606640484, -117.527999326008 34.0810785711192, -117.528141934203 34.0809604568596, -117.528076572376 34.0809063212698, -117.528237006033 34.0807759033853, -117.528088456017 34.0806528671362, -117.528385556049 34.0804067937386, -117.527472271128 34.0796355963058, -117.527753921706 34.0794023157643, -117.528141934203 34.0792354762363, -117.52852400398 34.0791572244264, -117.529395695255 34.0791616526882, -117.52971953303 34.0792330156912, -117.530284023089 34.0795184641059, -117.530798005424 34.0799589385542, -117.530798005424 34.0802493071599))",None,False,-117.52915047961852,34.08118905127584,06071002207,,0.7684493576337018,,,,,,,
10000828,High Desert Detention Center,9438 Commerce Way,Adelanto,CA,92301,(760) 530-9300,COUNTY,OPEN,,SAN BERNARDINO,06071,USA,https://wp.sbcounty.gov/sheriff/corrections/high-desert-detention-center/,MEDIUM,2100.0,"POLYGON ((-117.457733640695 34.5469614707953, -117.458333469614 34.5469744722941, -117.458333335615 34.5469776675853, -117.458370195228 34.5469776675853, -117.458366802086 34.5471371677461, -117.458364998946 34.5472219081646, -117.458496215428 34.5473455838316, -117.458475510336 34.5473631251082, -117.458302639055 34.5474644157503, -117.458293654828 34.547559651257, -117.458285317214 34.547648029433, -117.458547632367 34.5476510970205, -117.458574973556 34.5470222173016, -117.459081799086 34.5470436319581, -117.459074661167 34.5475718721443, -117.458642542319 34.5475786242542, -117.458630024656 34.5477554246731, -117.45857805913 34.5477571576668, -117.458576327036 34.5478229808459, -117.458461551959 34.5478177638788, -117.458460759656 34.5478288543182, -117.45842909003 34.5478311161132, -117.45842909003 34.5480135229058, -117.458311300426 34.5481486352514, -117.458262799089 34.5481694212818, -117.458087243332 34.548160857038, -117.45795623819 34.5481544673548, -117.457804028833 34.548028728643, -117.457811166752 34.5478359922373, -117.457761855125 34.5478359922373, -117.457756996988 34.5479979331581, -117.457575116299 34.5481434380692, -117.457540834142 34.548142822933, -117.457318546014 34.5481388362384, -117.457159387596 34.548008326623, -117.45716111969 34.5478195166574, -117.457140073755 34.5478169661801, -117.457127101035 34.5478153932659, -117.457103957881 34.5478125882804, -117.457103918311 34.5478168420736, -117.457102225787 34.5479979331581, -117.456923809286 34.5481313134094, -117.456838862024 34.5481316803329, -117.456644987976 34.5481325202996, -117.456486622759 34.5479633272458, -117.456504843024 34.5476718102059, -117.456520366222 34.5476726717565, -117.456521773661 34.547385392322, -117.456435659078 34.5472951183751, -117.456565423156 34.5471909076343, -117.456552446838 34.5471134193489, -117.456633550398 34.5471134193489, -117.456636689032 34.5469376936197, -117.457174293859 34.5469493470348, -117.457187102902 34.5469066481234, -117.457729281681 34.5469222378711, -117.457733640695 34.5469614707953))",None,False,-117.45763172644713,34.5475073764621,06071009133,,,,,,,,,
10005325,Kings County Juvenile Detention Center,1424 Forum Drive,Hanford,CA,93230,(559) 852-4388,COUNTY,OPEN,,KINGS,06031,USA,https://www.countyofkingsca.gov/departments/public-safety/probation-department/divisions/juvenile-center,JUVENILE,,"POLYGON ((-119.666995320578 36.3311159739231, -119.667677036366 36.3311231118422, -119.667677036366 36.3313301249853, -119.668176723077 36.3313336952938, -119.668176723077 36.3314621850319, -119.668262384401 36.3314657553404, -119.668262384401 36.3315978153869, -119.668283799058 36.3315978153869, -119.668280229649 36.3319475959049, -119.667016736133 36.3319404570865, -119.667009597315 36.3315871071593, -119.667270147999 36.3315871071593, -119.667277286817 36.3313408332129, -119.666995779232 36.3313515468365, -119.666995320578 36.3311159739231))",None,False,-119.66762056058052,36.33158401889679,06031001001,,,,,,,,,
10002331,Santa Rita Jail,5325 Broder Boulevard,Dublin,CA,94568,(925) 551-6500,COUNTY,OPEN,,ALAMEDA,06001,USA,https://www.alamedacountysheriff.org/Home/Components/FacilityDirectory/FacilityDirectory/18/33?backlist=%2fhome,NOT AVAILABLE,,"POLYGON ((-121.8924443854 37.7186924458997, -121.888885131344 37.7186501435893, -121.88865339314 37.718462133121, -121.88865933496 37.7179615515844, -121.887845282134 37.7179545017989, -121.887839340313 37.7182482698418, -121.887456081633 37.7182435699848, -121.887441226631 37.718958010304, -121.887842310774 37.7189603611318, -121.887827455772 37.7192071234101, -121.890433020168 37.7192353243508, -121.890421135627 37.7194891364145, -121.884969358149 37.7194209830919, -121.883510598435 37.7182365201993, -121.883540308438 37.7164809410427, -121.886888622012 37.7165185452947, -121.887444197991 37.7169674311021, -121.887444197991 37.7173998638127, -121.888579119031 37.7174092644261, -121.888585060852 37.7169885831566, -121.889149550012 37.7165420472777, -121.892483007685 37.7165772989032, -121.8924443854 37.7186924458997))",None,False,-121.88779040170296,37.71784061903257,06001450102,,,,,,,,,
20000100,Trinity County Correctional Facility,701 Tom Bell Road,Weaverville,CA,96093,(530) 623-8124,COUNTY,OPEN,,TRINITY,06105,USA,https://www.trinitycounty.org/Sheriffs-Office,NOT AVAILABLE,,"POLYGON ((-122.923671875557 40.7504852881656, -122.923862566904 40.7505201458881, -122.923864617358 40.7505652549826, -122.923667774648 40.7508502672261, -122.923487335572 40.751102471302, -122.923415570572 40.7511475803965, -122.923243334212 40.7511619326771, -122.922999331054 40.75109631904, -122.922775833338 40.7510430081284, -122.92269996743 40.7509732926833, -122.922669210616 40.7508994772291, -122.922689715158 40.7507908040524, -122.922607696988 40.7507682490555, -122.92275327924 40.7503889177144, -122.923056743774 40.7504545322509, -122.923099803313 40.7502966481719, -122.923415570572 40.7503663627175, -122.923407368755 40.7504278763455, -122.923671875557 40.7504852881656))",None,False,-122.92319829648272,40.750736220204836,06105000102,,,,,,,,,
10000775,Lassen County Adult Detention Facility,1415 Sheriff Cady Lane,Susanville,CA,96130,(530) 251-5245,COUNTY,OPEN,120.0,LASSEN,06035,USA,https://www.lassencounty.org/dept/sheriffs-office/adult-detention-facility-jail-0,NOT AVAILABLE,156.0,"POLYGON ((-120.650428901772 40.425693809222, -120.650356857083 40.4261949897071, -120.650354744576 40.4262096819313, -120.650038792956 40.4261835584246, -120.649726676945 40.4261577505798, -120.64974750884 40.4259406668284, -120.649688347839 40.4259339695771, -120.649721834995 40.425787741611, -120.649757555167 40.4257754631672, -120.649782491569 40.4255044110997, -120.649734114338 40.4254986347543, -120.649745275824 40.4253568719221, -120.649830110671 40.4253602209974, -120.649833458847 40.4253077572473, -120.649896099325 40.4253151379833, -120.650183959722 40.4253490577129, -120.650195122107 40.4252184581654, -120.650458094665 40.4252470655996, -120.650385999614 40.4256816989513, -120.650425067963 40.4256850480266, -120.650428901772 40.425693809222))",None,False,-120.65008647053216,40.42573469368667,06035040303,,0.7692307692307693,,,,,,,
